"query","slug","volume","difficulty","intent","cluster","pillar_slug","notes","status"
"caption playback review for training and education videos","caption-playback-review-for-training-and-education-videos","195","11","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"reviewing transcripts vs subtitles for training and education videos","reviewing-transcripts-vs-subtitles-for-training-and-education-videos","190","12","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"subtitle density for training and education videos","subtitle-density-for-training-and-education-videos","185","13","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"subtitle edits after feedback for training and education videos","subtitle-edits-after-feedback-for-training-and-education-videos","180","14","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"caption context for reviewers for training and education videos","caption-context-for-reviewers-for-training-and-education-videos","175","15","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"handoff between marketing and accessibility for training and education videos","handoff-between-marketing-and-accessibility-for-training-and-education-videos","170","16","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"caption readability checklist for accessible media","caption-readability-checklist-for-accessible-media","165","17","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"subtitle timing checklist for accessible media","subtitle-timing-checklist-for-accessible-media","160","18","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"transcript handoff checklist for accessible media","transcript-handoff-checklist-for-accessible-media","155","19","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"srt review checklist for accessible media","srt-review-checklist-for-accessible-media","150","20","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"closed captions checklist for accessible media","closed-captions-checklist-for-accessible-media","145","21","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"open captions checklist for accessible media","open-captions-checklist-for-accessible-media","140","22","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"caption formatting checklist for accessible media","caption-formatting-checklist-for-accessible-media","135","23","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"subtitle grouping checklist for accessible media","subtitle-grouping-checklist-for-accessible-media","130","24","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"caption compliance review checklist for accessible media","caption-compliance-review-checklist-for-accessible-media","125","25","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"transcript approval checklist for accessible media","transcript-approval-checklist-for-accessible-media","120","8","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"legal review of subtitles checklist for accessible media","legal-review-of-subtitles-checklist-for-accessible-media","115","9","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"multilingual subtitle handoff checklist for accessible media","multilingual-subtitle-handoff-checklist-for-accessible-media","110","10","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"autoplay caption clarity checklist for accessible media","autoplay-caption-clarity-checklist-for-accessible-media","105","11","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"accessible product demo captions checklist for accessible media","accessible-product-demo-captions-checklist-for-accessible-media","100","12","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"customer education subtitles checklist for accessible media","customer-education-subtitles-checklist-for-accessible-media","95","13","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
"course transcript review checklist for accessible media","course-transcript-review-checklist-for-accessible-media","90","14","informational","accessibility","transcript-vs-subtitles-vs-closed-captions","Auto-seeded expansion topic for accessibility.","review"
